2015,2016,2017,2018,2019,2020,2021,2022,2023
0,0,55000,0,0,0,0,0,0
0,0,13020,0,0,0,0,0,0
0,0,5741,0,0,0,0,0,0
0,0,13502,0,0,0,0,0,1471
0,0,41363,2366483,5265917,5693062,3443758,2786051,5821730
0,0,120000,0,0,0,0,0,0
0,0,40000,58563,50796,25250,50220,25000,0
0,0,160595,19374,63131,23276,27181,99875,31455
0,0,135,0,0,22459,0,0,0
0,0,26000,12608,16491,0,0,0,0
0,0,3752,0,0,0,0,0,0
0,0,4276,6458,3935,8118,17033,7067,0
0,0,168,0,0,14180,62730,85479,132619
0,0,1750,0,3490,0,0,0,0
0,0,4805,0,0,0,13248,0,0
0,0,1593,0,0,0,0,0,0
0,0,800,0,0,0,0,0,0
0,0,2409,97480,13461,40297,168289,157811,109070
0,0,26300,0,0,0,0,0,0
0,0,8887,8473,7962,0,0,1690,0
0,0,10696,21913,14080,0,1974,0,0
0,0,8091,20180,24379,7516,17600,17971,26168
0,0,501,0,0,0,0,0,0
0,0,1000,0,0,0,0,0,0
0,0,4730,6869,10877,141,0,1275,1532
0,0,743,1794,0,0,8581,6215,2450
0,0,13200,0,0,0,0,0,0
0,0,16457,1495,0,0,0,0,0
0,0,4415,0,0,0,0,0,0
0,0,10880,7000,0,19121,17280,203092,25289
0,0,442650,880530,163380,138680,0,0,0
0,0,774620,0,0,0,0,0,0
0,0,8849,0,0,0,0,0,0
0,0,28000,56000,0,84000,0,0,0
0,0,2000,60300,0,10100,20200,5050,0
0,0,54800,0,0,28000,0,0,0
0,0,2070,0,0,0,0,4950,0
0,0,4130,0,0,0,0,0,0
0,0,56895,0,1658,10989,27250,124131,91207
0,0,27582,47305,0,0,10258,9488,16708
0,0,1661,0,8733,0,0,0,6333
0,0,51700,364406,425058,473023,540404,539038,349147
0,0,2054,0,0,0,0,0,0
0,0,148480,98000,0,0,0,0,0
0,0,5543,0,5453,0,10295,0,0
0,0,14787,0,0,2336,20971,30242,5572
0,0,27377,3036,0,0,0,0,0
0,0,1517,0,0,0,0,0,8440
0,0,69214,0,0,0,5554,2349,0
0,0,7648,13389,0,0,0,1980,0
0,0,7677,0,0,0,0,0,0
0,0,110,0,0,0,0,0,0
0,0,141374,5152,8324,131985,36370,3181,58849
0,0,327,0,0,7200,2180,10408,6406
0,0,13500,0,0,0,0,0,0
0,0,22003,0,0,0,0,4314,646
0,0,2882,0,0,0,0,0,0
0,0,6279,0,0,0,6799,8365,434
0,0,831,0,0,0,0,0,0
0,0,24000,0,0,0,0,0,0
0,0,1179,730,260,0,0,0,0
0,0,5650,0,0,0,0,0,0
0,0,7813,0,0,0,0,0,0
0,0,2941,645,0,0,0,0,0
0,0,182550,28500,0,0,0,0,0
0,0,0,574,0,392,0,229,0
0,0,0,128007,133198,112853,60700,48335,0
0,0,0,8000,0,23000,0,15583,0
0,0,0,70,0,8386,0,0,0
0,0,0,27071,28000,0,0,162284,943971
0,0,0,27930,0,0,0,0,0
0,0,0,10948,0,0,0,7130,0
0,0,0,6355,975,2840,0,0,0
0,0,0,36228,46318,29304,19001,38941,0
0,0,0,31340,700,28000,0,0,0
0,0,0,16800,53781,31808,12306,76946,38244
0,0,0,29908,101932,301558,355263,232707,0
0,0,0,28000,55000,0,0,0,0
0,0,0,9224,0,0,0,0,0
0,0,0,2557,0,6496,0,0,0
0,0,0,1530,0,0,0,0,4652
0,0,0,11000,51572,64216,24582,269637,293948
0,0,0,9901,0,0,0,0,0
0,0,0,48000,0,0,0,0,0
0,0,0,14592,54353,86571,89897,32113,35395
0,0,0,230,872,0,0,0,449
0,0,0,22717,137919,3610,20000,7106,0
0,0,0,9000,0,0,0,0,0
0,0,0,7819,0,0,6562,0,0
0,0,0,3607,3980,0,333,0,2568
0,0,0,10550,0,0,0,0,0
0,0,0,2170,15158,15332,46143,12344,22413
0,0,0,8935,0,296,0,0,0
0,0,0,137990,694770,1595210,1134650,247500,92890
0,0,0,2880,0,0,0,0,0
0,0,0,38400,96000,19200,0,0,0
0,0,0,5665,0,0,0,0,3151
0,0,0,17450,0,0,0,0,0
0,0,0,1101930,193000,0,0,0,0
0,0,0,9300,0,0,0,0,0
0,0,0,16179,11047,80675,2968,3854,22000
0,0,0,289,0,0,0,0,0
0,0,0,13660,0,0,0,0,0
0,0,0,785,2022,0,3123,225,0
0,0,0,50130,0,0,0,0,0
0,0,0,9438,332600,170925,89069,799258,1760963
0,0,0,7424,0,0,0,0,0
0,0,0,8700,0,548,0,0,0
0,0,0,534,7521,31764,23446,56295,0
0,0,0,510,0,0,0,0,0
0,0,0,169400,429122,638610,931639,832150,799700
0,0,0,3446,1712,3338,0,0,0
0,0,0,13593,0,0,0,0,0
0,0,0,655,31690,0,0,0,0
0,0,0,47573,94318,20218,50215,0,0
0,0,0,49195,12832,24126,48130,46694,45402
0,0,0,2343,0,5695,62292,106613,74050
0,0,0,11739,12289,0,0,0,5795
0,0,0,6452,227,0,0,0,0
0,0,0,6635,0,0,43891,21236,24340
0,0,0,116345,90708,76852,16074,0,4245
0,0,0,3330,0,0,0,0,0
0,0,0,21142,106222,195587,251955,106553,32549
0,0,0,1910,0,140,1858,0,0
0,0,0,1008,0,0,0,0,0
0,0,0,61794,26000,0,0,0,0
0,0,0,28000,0,0,0,0,0
0,0,0,18210,10152,0,0,0,0
0,0,0,812,0,0,0,0,0
0,0,0,1000,0,0,0,0,0
0,0,0,63000,0,60049,0,50000,0
0,0,0,1800,740,8225,420,4800,2700
0,0,0,1168,0,1787,14400,20463,0
0,0,0,31324,114806,239943,227882,123976,0
0,0,0,7920,3960,0,9467,0,0
0,0,0,224,0,0,0,0,0
0,0,0,2050,0,0,0,0,0
0,0,0,3839,0,1845,23189,19366,0
0,0,0,61000,136482,57857,0,0,0
0,0,0,10569,5660,0,2590,7630,9520
0,0,0,120844,67959,35893,71280,83231,90892
0,0,0,48594,0,9460,0,9523,0
0,0,0,76750,0,27000,802966,2524204,484500
0,0,0,14959,37451,11713,92301,259260,393981
0,0,0,9420,0,0,0,0,3430
0,0,0,27595,0,0,0,0,0
0,0,0,15000,0,0,0,0,18000
0,0,0,8690,8690,2226,0,0,0
0,0,0,3800,0,0,0,0,0
0,0,0,9199,720,0,9446,6516,72755
0,0,0,22080,0,0,0,0,0
0,0,0,7756,68298,110197,26367,23000,0
0,0,0,550,0,2400,0,0,0
0,0,0,226740,0,0,0,0,0
0,0,0,10840,10840,3900,457,0,0
0,0,0,284000,321155,0,50000,50000,0
0,0,0,95708,123050,98400,50020,75000,26640
0,0,0,6494,0,0,0,0,0
0,0,0,5670,0,0,0,0,0
0,0,0,104500,283970,528440,1598908,2596196,1847940
0,0,0,138627,292501,230926,60000,0,0
0,0,0,1450,5443,0,0,0,0
0,0,0,844,0,0,0,0,0
0,0,0,46000,23000,72000,0,0,0
0,0,0,17420,44797,190210,52576,88941,150076
0,0,0,7384,0,0,24125,3071,0
0,0,0,1064,0,0,0,0,0
0,0,0,86,0,0,0,0,0
0,0,0,14032,23215,16481,45262,0,0
0,0,0,23812,27356,0,94,39620,59729
0,0,0,12272,19145,0,0,0,0
0,0,0,17244,0,0,0,0,0
0,0,0,5632,3601,0,0,0,0
0,0,0,5672,0,806,386,0,0
0,0,0,10879,0,0,0,0,0
0,0,0,9904,0,11136,0,0,0
0,0,0,1184,40496,0,0,0,0
0,0,0,6956,0,0,0,0,0
0,0,0,12500,0,0,0,0,0
0,0,0,617385,1327405,2630508,4052013,2773543,266465
0,0,0,57156,15969,191074,153768,31150,91327
0,0,0,159,0,195,0,0,0
0,0,0,9047,0,0,18699,0,0
0,0,0,6190,19795,2560,4536,20093,0
0,0,0,22448,5519,0,0,0,0
0,0,0,19000,0,0,0,0,0
0,0,0,27144,0,0,0,0,0
0,0,0,10400,0,0,0,0,0
0,0,0,40700,0,0,0,0,0
0,0,0,1100,0,0,0,0,0
0,0,0,94450,0,0,0,0,0
0,0,0,12759,7020,6573,14281,25279,0
0,0,0,11000,0,0,1034,0,0
0,0,0,645,2491,24973,18217,0,0
0,0,0,288,104,0,0,0,0
0,0,0,2561,0,0,0,0,0
0,0,0,357642,363418,279685,389811,314785,319074
0,0,0,17916952,27417330,36560126,20042583,10279990,7391800
0,0,0,3345,61212,18478,15647,26350,0
0,0,0,1420,0,0,0,0,0
0,0,0,15115,40102,39135,40628,44297,12000
0,0,0,491,0,0,0,131,112
0,0,0,1216,0,0,24908,11856,10959
0,0,0,48473,104565,162460,189102,200880,211788
0,0,0,68895,92826,10826,43659,122651,110579
0,0,0,446,0,0,2277,17378,2048
0,0,0,26298,0,0,143055,216165,35076
0,0,0,83200,14000,0,0,0,0
0,0,0,27500,0,0,0,0,0
0,0,0,19504,0,0,0,0,0
0,0,0,17680,0,0,0,0,1735
0,0,0,11500,1850,0,0,0,0
0,0,0,76000,0,0,0,0,0
0,0,0,16276,66565,4765,32451,26100,10328
0,0,0,14000,0,0,0,0,0
0,0,0,8813,0,0,0,0,0
0,0,0,118022,89024,0,0,0,0
0,0,0,4423,0,0,0,0,0
0,0,0,7117,3350,0,0,0,0
0,0,0,3494,2631,5672,20381,4547,27098
0,0,0,14637,0,0,0,0,0
0,0,0,48000,0,0,0,0,0
0,0,0,10562,0,0,0,0,0
0,0,0,4947,0,4777,0,7742,0
0,0,0,177483,854060,894458,1030545,1463539,1602252
0,0,0,27276,0,1600,0,0,0
0,0,0,15695,32080,15760,0,0,30000
0,0,0,12114,17678,940,691,2730,9010
0,0,0,890,0,0,0,0,0
0,0,0,2200,0,0,0,0,0
0,0,0,1578,1957,0,0,0,0
0,0,0,52,0,0,0,0,0
0,0,0,6361,9420,105,679,7922,8718
0,0,0,2475,0,0,1962,0,0
0,0,0,5491,0,0,0,0,0
0,0,0,1718,0,0,0,0,0
0,0,0,3180,0,0,0,0,0
0,0,0,27750,0,0,0,235970,33700
0,0,0,2493,0,0,0,0,0
0,0,0,14677,47567,17303,22892,40446,39444
0,0,0,1060,0,0,0,0,28400
0,0,0,679,0,0,1387,0,18591
0,0,0,475,0,0,0,0,0
0,0,0,6082,0,0,0,0,4740
0,0,0,3255,0,0,0,0,0
0,0,0,14502,0,0,0,0,68025
0,0,0,87500,0,0,0,167700,0
0,0,0,6734,0,0,0,0,0
0,0,0,6682,1015,8424,13991,12410,0
0,0,0,1000,0,19000,0,0,0
0,0,0,2038,3817,0,0,2034,840
0,0,0,15440,0,0,4610,4492,0
0,0,0,23068,0,26814,0,0,0
0,0,0,1010,0,0,0,0,0
0,0,0,17684,43112,31428,15865,0,0
0,0,0,26835,0,0,0,0,0
0,0,0,2173,8912,0,0,0,0
0,0,0,0,3060,0,0,0,0
0,0,0,0,59360,21721,37585,4725,53738
0,0,0,0,922,0,0,0,0
0,0,0,0,9058,4244,18157,0,10769
0,0,0,0,72,6750,10821,24685,3703
0,0,0,0,27110,0,0,0,0
0,0,0,0,22000,0,0,0,0
0,0,0,0,27182,0,0,0,0
0,0,0,0,257235,185863,59860,0,0
0,0,0,0,2270,0,0,0,0
0,0,0,0,920,3420,0,0,0
0,0,0,0,83860,113039,255140,56350,0
0,0,0,0,635,915,0,0,0
0,0,0,0,25035,2870,108650,218484,235667
0,0,0,0,123525,523530,370001,427279,296799
0,0,0,0,7200,0,0,0,0
0,0,0,0,5719,0,0,0,0
0,0,0,0,377,758,0,1836,0
0,0,0,0,150800,584312,713113,1409352,1748111
0,0,0,0,28069,18815,19562,0,0
0,0,0,0,1667,0,0,0,0
0,0,0,0,23576,0,0,0,0
0,0,0,0,63645,1599,29251,75952,94874
0,0,0,0,8172,0,0,0,0
0,0,0,0,138527,339326,431041,456423,733740
0,0,0,0,54642,63973,30544,66665,0
0,0,0,0,91,0,0,0,0
0,0,0,0,9412,26261,18130,4718,0
0,0,0,0,25000,0,0,0,0
0,0,0,0,12675,0,0,0,0
0,0,0,0,17345,0,0,0,0
0,0,0,0,50000,39913,20949,30118,29171
0,0,0,0,1025,2920,0,0,0
0,0,0,0,1036,800,308,0,0
0,0,0,0,60,0,0,0,0
0,0,0,0,13077,0,0,0,0
0,0,0,0,546,3941,21962,11658,25036
0,0,0,0,220,0,0,0,0
0,0,0,0,124880,588963,77870,132326,128870
0,0,0,0,2100,440,506,428,0
0,0,0,0,1620,870,0,0,0
0,0,0,0,24253,0,40125,137664,57019
0,0,0,0,2581,3385,7200,8601,7728
0,0,0,0,912,0,0,0,0
0,0,0,0,3791,3981,0,751,2807
0,0,0,0,8664,0,0,0,0
0,0,0,0,110,0,0,0,2761
0,0,0,0,1188,2456,0,0,0
0,0,0,0,1468,0,0,0,0
0,0,0,0,5974,0,0,0,0
0,0,0,0,775070,1284350,0,885900,1436600
0,0,0,0,33678,80868,0,39607,0
0,0,0,0,19159,23602,23886,0,16368
0,0,0,0,44762,73946,1142,900,0
0,0,0,0,1910,4178,0,0,0
0,0,0,0,820,0,0,0,0
0,0,0,0,1150,6164,3585,0,0
0,0,0,0,4001,10260,19726,452,6407
0,0,0,0,34,0,0,0,0
0,0,0,0,4790,0,0,0,0
0,0,0,0,1296,819,0,1031,0
0,0,0,0,9360,0,0,0,0
0,0,0,0,3837,0,0,0,0
0,0,0,0,1120,0,0,0,0
0,0,0,0,26575,0,18243,8640,21115
0,0,0,0,3579,1395,791,0,0
0,0,0,0,14437,10547,14359,6607,30636
0,0,0,0,5560,0,0,0,0
0,0,0,0,8124,0,0,0,0
0,0,0,0,1300,0,0,0,0
0,0,0,0,21000,0,0,0,0
0,0,0,0,6443,0,5103,5735,0
0,0,0,0,3471,0,0,0,0
0,0,0,0,12415,0,24480,0,0
0,0,0,0,9100,0,0,0,0
0,0,0,0,1389,0,0,0,0
0,0,0,0,3169,0,0,28057,23201
0,0,0,0,4948,0,9132,0,0
0,0,0,0,87834,323744,342257,419339,456037
0,0,0,0,38198,2120,26138,6114,0
0,0,0,0,2353,0,0,0,0
0,0,0,0,4305,4507,15734,26462,4105
0,0,0,0,159,419,65094,79333,124008
0,0,0,0,870,0,0,0,0
0,0,0,0,1985,6181,26590,3468,6744
0,0,0,0,190,0,0,0,0
0,0,0,0,4400,0,0,0,0
0,0,0,0,12150,0,0,0,0
0,0,0,0,1278,0,0,0,0
0,0,0,0,1538,0,503,0,730
0,0,0,0,1630,0,0,0,0
0,0,0,0,4289,4474,9552,34096,0
0,0,0,0,134500,421276,643318,1047681,1834493
0,0,0,0,17788,0,0,22332,12425
0,0,0,0,55935,116882,81518,74476,38495
0,0,0,0,226,0,0,0,0
0,0,0,0,750,0,0,270,0
0,0,0,0,13110,511,0,7955,3930
0,0,0,0,314115,240343,389277,245792,330834
0,0,0,0,13929,26528,27060,25614,2988
0,0,0,0,10374,14554,22488,62718,32892
0,0,0,0,8366,71669,195221,317836,975521
0,0,0,0,264120,669976,764720,897459,0
0,0,0,0,553042,613975,1069748,435258,172600
0,0,0,0,17652,123360,0,0,0
0,0,0,0,215140,780500,1217401,821000,776000
0,0,0,0,193900,949827,2208125,2413622,0
0,0,0,0,2700,5720,0,0,0
0,0,0,0,8562,0,0,0,367
0,0,0,0,462610,994990,624650,279310,2214850
0,0,0,0,10856,0,0,0,0
0,0,0,0,3615,14400,19388,4844,31666
0,0,0,0,68448,66030,35290,211035,307261
0,0,0,0,14627,0,0,0,0
0,0,0,0,164,0,0,2173,0
0,0,0,0,136049,199324,479275,320893,194953
0,0,0,0,1266,981,1820,1210,13432
0,0,0,0,9289,0,0,0,0
0,0,0,0,964,0,0,0,0
0,0,0,0,22649,0,0,0,0
0,0,0,0,1667,0,0,997,0
0,0,0,0,25000,0,0,0,0
0,0,0,0,70066,0,0,0,0
0,0,0,0,9666,0,2614,0,3563
0,0,0,0,500,0,0,0,0
0,0,0,0,4200,0,0,0,1079
0,0,0,0,26000,19000,0,0,0
0,0,0,0,7200,6301,50043,0,0
0,0,0,0,358,0,159759,50342,88146
0,0,0,0,19583,6990,0,2139,381
0,0,0,0,593593,0,5017,7446,0
0,0,0,0,271,0,93,90,0
0,0,0,0,18786,0,0,0,0
0,0,0,0,26108,0,0,0,0
0,0,0,0,7275,0,0,0,0
0,0,0,0,33036,9500,13282,5653,17596
0,0,0,0,83000,0,0,0,0
0,0,0,0,1260,0,11964,1096,1281
0,0,0,0,2443,0,0,0,0
0,0,0,0,1420,0,0,0,0
0,0,0,0,6796,0,0,1420,0
0,0,0,0,400,0,0,0,0
0,0,0,0,3100,0,0,0,677
0,0,0,0,41400,0,0,0,182250
0,0,0,0,3820,695,87382,26507,4308
0,0,0,0,14734,34456,75827,234489,130404
0,0,0,0,74,0,0,0,0
0,0,0,0,4360,125190,0,0,0
0,0,0,0,14400,0,0,0,210
0,0,0,0,2777,6999,0,0,0
0,0,0,0,6272,0,0,0,1382
0,0,0,0,14000,0,26001,0,0
0,0,0,0,27087,0,0,0,0
0,0,0,0,25722,0,0,0,0
0,0,0,0,269355,672771,254689,187308,77318
0,0,0,0,646,161,0,1324,1508
0,0,0,0,144000,829492,752398,285270,364960
0,0,0,0,13710,0,0,8465,327556
0,0,0,0,16016,12465,25192,0,0
0,0,0,0,774,0,0,0,0
0,0,0,0,400,0,0,0,180
0,0,0,0,300,1002,0,0,7800
0,0,0,0,1833,10214,15980,0,0
0,0,0,0,1549,21395,31128,10842,38991
0,0,0,0,5355,2540,10150,10588,0
0,0,0,0,0,2040,104,0,0
0,0,0,0,0,5094,0,8914,7771
0,0,0,0,0,207180,0,128330,3504610
0,0,0,0,0,14701,4138,0,13748
0,0,0,0,0,1135,6600,10177,0
0,0,0,0,0,37642,40196,16350,23957
0,0,0,0,0,476,0,0,0
0,0,0,0,0,250,0,0,0
0,0,0,0,0,24974,0,319650,3037970
0,0,0,0,0,907948,1222756,1136374,1250018
0,0,0,0,0,8128,960,0,0
0,0,0,0,0,4658,0,0,0
0,0,0,0,0,67080,13920,0,0
0,0,0,0,0,5335,24254,19597,3807
0,0,0,0,0,14728,0,0,0
0,0,0,0,0,1328,27689,26946,29700
0,0,0,0,0,165,4780,4450,8050
0,0,0,0,0,1125,0,0,0
0,0,0,0,0,69756,388890,456562,404331
0,0,0,0,0,49648,76573,76711,77775
0,0,0,0,0,2886,0,0,0
0,0,0,0,0,14029,21552,102924,126428
0,0,0,0,0,15859,512,0,0
0,0,0,0,0,2343,2365,1486,10863
0,0,0,0,0,2052,0,16211,0
0,0,0,0,0,14500,11204,0,0
0,0,0,0,0,29514,4509,23914,0
0,0,0,0,0,2612,1545,4438,3725
0,0,0,0,0,200,0,0,0
0,0,0,0,0,21547,5637,0,0
0,0,0,0,0,9549,22100,29390,32531
0,0,0,0,0,5552,3568,0,0
0,0,0,0,0,7317,0,0,0
0,0,0,0,0,10023,0,0,48000
0,0,0,0,0,196,0,0,0
0,0,0,0,0,9630,73928,88197,143739
0,0,0,0,0,800,0,0,0
0,0,0,0,0,16276,0,0,0
0,0,0,0,0,160,179,0,14622
0,0,0,0,0,1335,0,0,0
0,0,0,0,0,6000,0,0,0
0,0,0,0,0,20000,20500,0,0
0,0,0,0,0,395923,1677399,1407338,1834013
0,0,0,0,0,2798,1925,0,0
0,0,0,0,0,16338,0,0,0
0,0,0,0,0,891,865,0,0
0,0,0,0,0,8968,0,0,0
0,0,0,0,0,3460,0,0,0
0,0,0,0,0,14227,1098,16686,8470
0,0,0,0,0,41160,124916,334820,247450
0,0,0,0,0,1831,0,0,0
0,0,0,0,0,1057,0,0,0
0,0,0,0,0,35000,17250,27000,0
0,0,0,0,0,4223,56907,65255,59081
0,0,0,0,0,11064,0,0,0
0,0,0,0,0,2500,0,0,0
0,0,0,0,0,21493,141582,165417,178179
0,0,0,0,0,7462,4051,5413,0
0,0,0,0,0,18870,0,13145,11637
0,0,0,0,0,330222,143082,217694,409696
0,0,0,0,0,246,0,402,0
0,0,0,0,0,16280,0,0,0
0,0,0,0,0,1000,0,0,0
0,0,0,0,0,393,0,0,0
0,0,0,0,0,149500,20956,0,0
0,0,0,0,0,1956,0,0,0
0,0,0,0,0,71900,34262,16345,24000
0,0,0,0,0,4262,0,7477,11575
0,0,0,0,0,2170,0,0,0
0,0,0,0,0,67380,0,0,22000
0,0,0,0,0,56423,523675,400227,711825
0,0,0,0,0,1651,0,0,0
0,0,0,0,0,5746,3321,0,0
0,0,0,0,0,1332,0,5981,1140
0,0,0,0,0,110289,27962,2080,8643
0,0,0,0,0,134140,370520,841653,739055
0,0,0,0,0,1840,30,87321,11784
0,0,0,0,0,24287,29147,19095,20264
0,0,0,0,0,27427,0,0,0
0,0,0,0,0,1760,0,160,0
0,0,0,0,0,3453,0,0,0
0,0,0,0,0,830,347,0,1000
0,0,0,0,0,4533,0,14670,0
0,0,0,0,0,960,9320,5030,6895
0,0,0,0,0,21788,51575,172262,151766
0,0,0,0,0,18900,0,0,0
0,0,0,0,0,3840,0,4091,13002
0,0,0,0,0,734,7785,362,30868
0,0,0,0,0,215040,0,0,0
0,0,0,0,0,4400,0,8884,0
0,0,0,0,0,6692,15461,7522,3048
0,0,0,0,0,447,6902,11491,3398
0,0,0,0,0,38715,19500,97020,0
0,0,0,0,0,35940,20700,40544,23834
0,0,0,0,0,10486,0,0,0
0,0,0,0,0,76,0,0,0
0,0,0,0,0,27635,671373,277012,0
0,0,0,0,0,835,4482,22742,10045
0,0,0,0,0,13406,107116,29662,109916
0,0,0,0,0,4520,0,0,0
0,0,0,0,0,1477,0,409,0
0,0,0,0,0,150,330,0,0
0,0,0,0,0,10500,0,0,0
0,0,0,0,0,3060,2773,33981,86131
0,0,0,0,0,27500,55000,0,0
0,0,0,0,0,6510,1758,2838,997
0,0,0,0,0,1504,0,0,1002
0,0,0,0,0,9681,12564,0,0
0,0,0,0,0,356,0,0,0
0,0,0,0,0,5300,104212,0,24000
0,0,0,0,0,34500,60240,0,0
0,0,0,0,0,91650,0,0,0
0,0,0,0,0,11326,0,0,0
0,0,0,0,0,49349,0,0,0
0,0,0,0,0,249,0,0,0
0,0,0,0,0,933,2019,0,0
0,0,0,0,0,63620,79840,26560,28962
0,0,0,0,0,302,0,0,0
0,0,0,0,0,1197430,53180,135515,2090304
0,0,0,0,0,1121,0,0,0
0,0,0,0,0,74450,0,0,0
0,0,0,0,0,28011,52089,20671,56000
0,0,0,0,0,94286,181168,154665,109436
0,0,0,0,0,28300,26500,0,0
0,0,0,0,0,24556,67199,110452,25690
0,0,0,0,0,24000,48000,48000,72000
0,0,0,0,0,44519,15893,0,34635
0,0,0,0,0,1840,0,0,0
0,0,0,0,0,2330,43665,50703,111585
0,0,0,0,0,361,0,0,0
0,0,0,0,0,19226,1464,0,0
0,0,0,0,0,1720,0,2838,0
0,0,0,0,0,7203,6362,0,2187
0,0,0,0,0,3660,0,3116,1808
0,0,0,0,0,11743,0,0,0
0,0,0,0,0,2893,0,0,0
0,0,0,0,0,1555,0,0,0
0,0,0,0,0,358,0,0,0
0,0,0,0,0,5115,0,0,0
0,0,0,0,0,912,275,117031,184108
0,0,0,0,0,81000,217915,142866,161290
0,0,0,0,0,30767,11802,0,9263
0,0,0,0,0,30050,35168,19357,13450
0,0,0,0,0,200,0,12115,0
0,0,0,0,0,2415,0,0,0
0,0,0,0,0,28000,85200,0,0
0,0,0,0,0,5280,21250,15122,0
0,0,0,0,0,11150,0,0,0
0,0,0,0,0,864,20686,30879,15902
0,0,0,0,0,51166,98103,155738,107281
0,0,0,0,0,1190,0,0,0
0,0,0,0,0,2381670,1365480,283860,1164260
0,0,0,0,0,908,0,0,0
0,0,0,0,0,9493,7158,0,1247
0,0,0,0,0,26000,666750,249660,397505
0,0,0,0,0,4586,32893,10948,10516
0,0,0,0,0,60,0,0,0
0,0,0,0,0,43,0,0,0
0,0,0,0,0,8806,0,111378,54276
0,0,0,0,0,112000,160000,96071,0
0,0,0,0,0,1250,0,0,0
0,0,0,0,0,514182,752878,893034,0
0,0,0,0,0,1648,0,0,0
0,0,0,0,0,23100,0,0,108403
0,0,0,0,0,10723,3388,50495,30285
0,0,0,0,0,1086,524,9625,0
0,0,0,0,0,106650,292560,298935,338840
0,0,0,0,0,11078,33192,18806,10496
0,0,0,0,0,12918,0,0,0
0,0,0,0,0,102290,0,0,0
0,0,0,0,0,2405,0,0,0
0,0,0,0,0,623,490,726,0
0,0,0,0,0,316500,0,0,0
0,0,0,0,0,12430,0,0,0
0,0,0,0,0,13940,0,0,0
0,0,0,0,0,78874,28400,0,0
0,0,0,0,0,226,0,0,0
0,0,0,0,0,10406,0,0,0
0,0,0,0,0,90730,24000,0,0
0,0,0,0,0,208,0,0,0
0,0,0,0,0,47077,17920,88736,72783
0,0,0,0,0,5740,6990,0,0
0,0,0,0,0,37901,68912,85235,5937
0,0,0,0,0,6993,1686,3123,0
0,0,0,0,0,612,0,0,0
0,0,0,0,0,29941,0,0,36385
0,0,0,0,0,10261,0,2424,43863
0,0,0,0,0,797,4444,9410,14410
0,0,0,0,0,2392,0,0,0
0,0,0,0,0,8700,0,0,0
0,0,0,0,0,11584,12768,36215,11014
0,0,0,0,0,8328,9235,8445,21922
0,0,0,0,0,107244,111273,168319,140702
0,0,0,0,0,25244,17242,3473,1709
0,0,0,0,0,11856,28364,5893,11599
0,0,0,0,0,1990,0,0,0
0,0,0,0,0,6192,0,0,0
0,0,0,0,0,600,0,0,0
0,0,0,0,0,460,4450,0,0
0,0,0,0,0,8138,0,0,0
0,0,0,0,0,1586,0,0,0
0,0,0,0,0,850,0,0,0
0,0,0,0,0,283321,928207,919363,613502
0,0,0,0,0,10580,9730,0,0
0,0,0,0,0,2578,400,0,0
0,0,0,0,0,4816,0,0,0
0,0,0,0,0,544,0,7565,0
0,0,0,0,0,321,0,0,828
0,0,0,0,0,16821,0,0,0
0,0,0,0,0,24056,113125,195669,79226
0,0,0,0,0,133,853,18223,16350
0,0,0,0,0,142942,18433,0,0
